target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/CA-LACPHL-AY06024/2022|EPI_ISL_19070571|2022-01-06	91450	91451	2500	14706.5
PB1|EPI_ISL_18681129	2274	2275	0	0
PA|EPI_ISL_18681129	2151	2152	0	0
HA|EPI_ISL_18681129	1701	1702	0	0
NP|EPI_ISL_18681129	1497	1498	0	0
NA|EPI_ISL_18681129	1410	1411	0	0
MP|EPI_ISL_18681129	982	983	0	0
NS|EPI_ISL_18681129	838	839	0	0
HA|EPI_ISL_19029147	1762	1763	338	103139
PB2|EPI_ISL_19029147	2341	2342	154.235	35428.5
PB1|EPI_ISL_19029147	2341	2342	143.5	32962.7
PA|EPI_ISL_19029147	2233	2234	297	71520.6
NS|EPI_ISL_19029147	890	891	334	201663
MP|EPI_ISL_19029147	1027	1028	80.667	42214.4
NP|EPI_ISL_19029147	1566	1567	309	106083
NA|EPI_ISL_19029147	1467	1468	89.062	32638.1
PB2|EPI_ISL_18981506	2280	2281	0	0
PB1|EPI_ISL_18981506	2274	2275	0	0
PA|EPI_ISL_18981506	2151	2152	0	0
HA|EPI_ISL_18981506	1701	1702	0	0
NP|EPI_ISL_18981506	1497	1498	0	0
NA|EPI_ISL_18981506	1410	1411	0	0
MP|EPI_ISL_18981506	982	983	0	0
NS|EPI_ISL_18981506	838	839	0	0
PB2|EPI_ISL_18043694	2340	2341	157.765	36255
PB1|EPI_ISL_18043694	2333	2334	0	0
PA|EPI_ISL_18043694	2219	2220	0	0
HA|EPI_ISL_18043694	1751	1752	0	0
NP|EPI_ISL_18043694	1556	1557	0	0
NA|EPI_ISL_18043694	1455	1456	137.601	50841.4
MP|EPI_ISL_18043694	1016	1017	142.666	75467.1
NS|EPI_ISL_18043694	879	880	0	0
NP|EPI_ISL_19029202	1566	1567	0	0
NA|EPI_ISL_19029202	1466	1467	92.3373	33861.4
HA|EPI_ISL_19029202	1762	1763	0	0
PB2|EPI_ISL_19029202	2341	2342	0	0
PB1|EPI_ISL_19029202	2341	2342	143.5	32962.7
PA|EPI_ISL_19029202	2234	2235	0	0
MP|EPI_ISL_19029202	1027	1028	80.667	42214.4
NS|EPI_ISL_19029202	890	891	0	0
NP|EPI_ISL_19091253	1565	1566	0	0
NA|EPI_ISL_19091253	1459	1460	0	0
MP|EPI_ISL_19091253	1027	1028	0	0
NS|EPI_ISL_19091253	890	891	0	0
PB2|EPI_ISL_19091253	2341	2342	0	0
PB1|EPI_ISL_19091253	2341	2342	0	0
PA|EPI_ISL_19091253	2233	2234	0	0
HA|EPI_ISL_19091253	1777	1778	0	0
hRSV/B/Netherlands/12-001238/2012|EPI_ISL_2584506|2012-01-07	15275	15276	2500	88041.7
hRSV/B/Jordan/JOR-C2722/2013|EPI_ISL_2584486|2013-02-10	15232	15233	0	0
hRSV/A/Spain/AN-PMC-00060/2024|EPI_ISL_18980314|2024-01-17	15179	15180	0	0
